copy_no,dilution,date_qPCR,qPCR_no,target,use,extract,notes,sample
NA,1,8/22/22,CUT-IN-013A,cutt,1,1,NA,0222.2Brn.Up.1
NA,1,8/22/22,CUT-IN-013A,cutt,1,1,NA,0222.2Brn.Up.2
NA,1,8/22/22,CUT-IN-013A,cutt,1,1,NA,0222.2Brn.Up.3
NA,1,8/22/22,CUT-IN-013A,cutt,1,1,NA,0222.3Chk.Dn.1
NA,1,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-016,0222.3Chk.Dn.2
NA,1,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-017,0222.3Chk.Dn.3
NA,1,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-017,0222.3Chk.Up.1
NA,1,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-017,0222.3Chk.Up.2
NA,1,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-017,0222.3Chk.Up.3
NA,1,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-017,0222.5Sqm.Dn.1
NA,1,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-016,0222.5Sqm.Dn.2
NA,1,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-016,0222.5Sqm.Dn.3
NA,1,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-016,0222.5Sqm.Up.1
NA,1,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-017,0222.5Sqm.Up.2
NA,1,8/22/22,CUT-IN-013A,cutt,0,1,use new dilution in CUT-IN-017,0222.5Sqm.Up.3
NA,1,8/22/22,CUT-IN-013A,cutt,1,NA,NA,NTC
NA,1,8/22/22,CUT-IN-013A,cutt,1,NA,NA,NTC+IPC
NA,1,8/22/22,CUT-IN-013A,cutt,1,NA,NA,NTC+IPC
1.00E+05,NA,8/22/22,CUT-IN-013A,cutt,1,NA,NA,St1
10000,NA,8/22/22,CUT-IN-013A,cutt,1,NA,NA,St2
1000,NA,8/22/22,CUT-IN-013A,cutt,1,NA,NA,St3
100,NA,8/22/22,CUT-IN-013A,cutt,1,NA,NA,St4
10,NA,8/22/22,CUT-IN-013A,cutt,1,NA,NA,St5
5,NA,8/22/22,CUT-IN-013A,cutt,1,NA,NA,St6
3,NA,8/22/22,CUT-IN-013A,cutt,1,NA,NA,St7
1,NA,8/22/22,CUT-IN-013A,cutt,1,NA,NA,St8
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,0122.EB
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,0222.EB
NA,10,7/15/22,CUT-IN-014,cutt,0,1,use lower stddev in CUT-IN-023,0321.5Sqm.Dn.1
NA,10,7/15/22,CUT-IN-014,cutt,1,1,NA,0321.5Sqm.Dn.2
NA,10,7/15/22,CUT-IN-014,cutt,1,1,NA,0321.5Sqm.Dn.3
NA,10,7/15/22,CUT-IN-014,cutt,1,1,NA,0321.5Sqm.Up.1
NA,10,7/15/22,CUT-IN-014,cutt,1,1,NA,0321.5Sqm.Up.3
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,0321.EB
NA,100,7/15/22,CUT-IN-014,cutt,1,1,NA,0421.1Prt.Dn.3
NA,10,7/15/22,CUT-IN-014,cutt,1,1,NA,0421.2Brn.Up.2
NA,10,7/15/22,CUT-IN-014,cutt,1,1,NA,0421.3Chk.Up.3
NA,10,7/15/22,CUT-IN-014,cutt,0,1,use lower stddev in CUT-IN-023,0421.5Sqm.Dn.1
NA,10,7/15/22,CUT-IN-014,cutt,1,1,NA,0421.5Sqm.Dn.2
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,0421.EB
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,0521.EB
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,0621.EB
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,0721.EB
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,0821.EB
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,0921.EB
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,1021.EB
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,1121.EB
NA,1,7/15/22,CUT-IN-014,cutt,1,1,NA,1221.EB
NA,1,7/15/22,CUT-IN-014,cutt,1,NA,NA,NTC
NA,1,7/15/22,CUT-IN-014,cutt,1,NA,NA,NTC+IPC
1.00E+05,NA,7/15/22,CUT-IN-014,cutt,1,NA,NA,St1
10000,NA,7/15/22,CUT-IN-014,cutt,1,NA,NA,St2
1000,NA,7/15/22,CUT-IN-014,cutt,1,NA,NA,St3
100,NA,7/15/22,CUT-IN-014,cutt,1,NA,NA,St4
10,NA,7/15/22,CUT-IN-014,cutt,1,NA,NA,St5
5,NA,7/15/22,CUT-IN-014,cutt,1,NA,NA,St6
3,NA,7/15/22,CUT-IN-014,cutt,1,NA,NA,St7
1,NA,7/15/22,CUT-IN-014,cutt,1,NA,NA,St8
NA,100,7/15/22,CUT-IN-015,cutt,0,1,NA,0421.1Prt.Up.2
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0421.5Sqm.Dn.3
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0421.5Sqm.Up.1
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0421.5Sqm.Up.2
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0421.5Sqm.Up.3
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0621.2Brn.Dn.1
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0621.2Brn.Dn.3
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0621.2Brn.Up.2
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0721.1Prt.Dn.1
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0721.2Brn.Dn.3
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0821.1Prt.Dn.1
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0821.1Prt.Dn.2
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,0821.1Prt.Dn.3
NA,100,7/15/22,CUT-IN-015,cutt,0,1,NA,0821.1Prt.Up.2
NA,100,7/15/22,CUT-IN-015,cutt,0,1,NA,0821.1Prt.Up.3
NA,100,7/15/22,CUT-IN-015,cutt,0,1,NA,1121.1Prt.Up.3
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,1121.2Brn.Dn.1
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,1121.2Brn.Dn.2
NA,10,7/15/22,CUT-IN-015,cutt,0,1,NA,1121.2Brn.Dn.3
NA,100,7/15/22,CUT-IN-015,cutt,0,1,NA,1221.1Prt.Dn.2
NA,100,7/15/22,CUT-IN-015,cutt,0,1,NA,1221.1Prt.Up.2
NA,100,7/15/22,CUT-IN-015,cutt,0,1,NA,1221.1Prt.Up.3
NA,1,7/15/22,CUT-IN-015,cutt,0,NA,NA,NTC
NA,1,7/15/22,CUT-IN-015,cutt,0,NA,NA,NTC+IPC
1.00E+05,NA,7/15/22,CUT-IN-015,cutt,0,NA,NA,St1
10000,NA,7/15/22,CUT-IN-015,cutt,0,NA,NA,St2
1000,NA,7/15/22,CUT-IN-015,cutt,0,NA,NA,St3
100,NA,7/15/22,CUT-IN-015,cutt,0,NA,NA,St4
10,NA,7/15/22,CUT-IN-015,cutt,0,NA,NA,St5
5,NA,7/15/22,CUT-IN-015,cutt,0,NA,NA,St6
3,NA,7/15/22,CUT-IN-015,cutt,0,NA,NA,St7
1,NA,7/15/22,CUT-IN-015,cutt,0,NA,NA,St8
NA,100,7/15/22,CUT-IN-015A,cutt,0,1,use new dilution in CUT-IN-028,0421.1Prt.Up.2
NA,10,7/15/22,CUT-IN-015A,cutt,1,1,NA,0421.5Sqm.Dn.3
NA,10,7/15/22,CUT-IN-015A,cutt,1,1,NA,0421.5Sqm.Up.1
NA,10,7/15/22,CUT-IN-015A,cutt,0,1,use lower stddev in CUT-IN-023,0421.5Sqm.Up.2
NA,10,7/15/22,CUT-IN-015A,cutt,0,1,use lower stddev in CUT-IN-023,0421.5Sqm.Up.3
NA,10,7/15/22,CUT-IN-015A,cutt,0,1,use new dilution in CUT-IN-028,0621.2Brn.Dn.1
NA,10,7/15/22,CUT-IN-015A,cutt,0,1,use lower stddev in CUT-IN-023,0621.2Brn.Dn.3
NA,10,7/15/22,CUT-IN-015A,cutt,0,1,new dilution based on IPC testing of failed CUT-IN-015; use new dilution in CUT-IN-027 (1:100),0621.2Brn.Up.2
NA,10,7/15/22,CUT-IN-015A,cutt,0,1,use lower stddev in CUT-IN-023,0721.1Prt.Dn.1
NA,10,7/15/22,CUT-IN-015A,cutt,0,1,use lower stddev in CUT-IN-023,0721.2Brn.Dn.3
NA,10,7/15/22,CUT-IN-015A,cutt,0,1,use lower stddev in CUT-IN-023,0821.1Prt.Dn.1
NA,10,7/15/22,CUT-IN-015A,cutt,0,1,use lower stddev in CUT-IN-023,0821.1Prt.Dn.2
NA,10,7/15/22,CUT-IN-015A,cutt,0,1,use lower stddev in CUT-IN-023,0821.1Prt.Dn.3
NA,100,7/15/22,CUT-IN-015A,cutt,0,1,use lower stddev in CUT-IN-024,0821.1Prt.Up.2
NA,100,7/15/22,CUT-IN-015A,cutt,0,1,NA,0821.1Prt.Up.3
NA,100,7/15/22,CUT-IN-015A,cutt,1,1,NA,1121.1Prt.Up.3
NA,10,7/15/22,CUT-IN-015A,cutt,1,1,NA,1121.2Brn.Dn.1
NA,10,7/15/22,CUT-IN-015A,cutt,1,1,NA,1121.2Brn.Dn.2
NA,100,7/15/22,CUT-IN-015A,cutt,1,1,new dilution based on IPC testing of failed CUT-IN-015,1121.2Brn.Dn.3
NA,100,7/15/22,CUT-IN-015A,cutt,1,1,NA,1221.1Prt.Dn.2
NA,100,7/15/22,CUT-IN-015A,cutt,0,1,use lower stddev in CUT-IN-023,1221.1Prt.Up.2
NA,100,7/15/22,CUT-IN-015A,cutt,1,1,NA,1221.1Prt.Up.3
NA,1,7/15/22,CUT-IN-015A,cutt,1,NA,NA,NTC
NA,1,7/15/22,CUT-IN-015A,cutt,1,NA,NA,NTC+IPC
1.00E+05,NA,7/15/22,CUT-IN-015A,cutt,1,NA,NA,St1
10000,NA,7/15/22,CUT-IN-015A,cutt,1,NA,NA,St2
1000,NA,7/15/22,CUT-IN-015A,cutt,1,NA,NA,St3
100,NA,7/15/22,CUT-IN-015A,cutt,1,NA,NA,St4
10,NA,7/15/22,CUT-IN-015A,cutt,1,NA,NA,St5
5,NA,7/15/22,CUT-IN-015A,cutt,1,NA,NA,St6
3,NA,7/15/22,CUT-IN-015A,cutt,1,NA,NA,St7
1,NA,7/15/22,CUT-IN-015A,cutt,1,NA,NA,St8
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0122.1Prt.Up.1
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0122.1Prt.Up.3
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0122.2Brn.Dn.1
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0122.2Brn.Dn.2
NA,10,7/18/22,CUT-IN-016,cutt,0,1,use lower stddev in CUT-IN-024,0122.3Chk.Dn.1
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0122.3Chk.Dn.2
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0122.3Chk.Dn.3
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0122.3Chk.Up.1
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0122.3Chk.Up.2
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0122.3Chk.Up.3
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0122.5Sqm.Dn.2
NA,10,7/18/22,CUT-IN-016,cutt,0,1,use lower stddev in CUT-IN-024,0122.5Sqm.Dn.3
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0222.3Chk.Dn.2
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0222.5Sqm.Dn.2
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0222.5Sqm.Dn.3
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,0222.5Sqm.Up.1
NA,10,7/18/22,CUT-IN-016,cutt,0,0,use new dilution in CUT-IN-027,1121.5Sqm.Up.2
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,1221.2Brn.Dn.1
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,1221.5Sqm.Dn.1
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,1221.5Sqm.Dn.2
NA,10,7/18/22,CUT-IN-016,cutt,0,1,use lower stddev in CUT-IN-024,1221.5Sqm.Up.1
NA,10,7/18/22,CUT-IN-016,cutt,1,1,NA,1221.5Sqm.Up.3
NA,1,7/18/22,CUT-IN-016,cutt,1,NA,NA,NTC
NA,1,7/18/22,CUT-IN-016,cutt,1,NA,NA,NTC+IPC
1.00E+05,NA,7/18/22,CUT-IN-016,cutt,1,NA,NA,St1
10000,NA,7/18/22,CUT-IN-016,cutt,1,NA,NA,St2
1000,NA,7/18/22,CUT-IN-016,cutt,1,NA,NA,St3
100,NA,7/18/22,CUT-IN-016,cutt,1,NA,NA,St4
10,NA,7/18/22,CUT-IN-016,cutt,1,NA,NA,St5
5,NA,7/18/22,CUT-IN-016,cutt,1,NA,NA,St6
3,NA,7/18/22,CUT-IN-016,cutt,1,NA,NA,St7
1,NA,7/18/22,CUT-IN-016,cutt,1,1,NA,St8
NA,10,7/18/22,CUT-IN-017,cutt,1,1,NA,0222.3Chk.Dn.3
NA,10,7/18/22,CUT-IN-017,cutt,1,1,NA,0222.3Chk.Up.1
NA,10,7/18/22,CUT-IN-017,cutt,1,1,NA,0222.3Chk.Up.2
NA,10,7/18/22,CUT-IN-017,cutt,1,1,NA,0222.3Chk.Up.3
NA,10,7/18/22,CUT-IN-017,cutt,1,1,NA,0222.5Sqm.Dn.1
NA,10,7/18/22,CUT-IN-017,cutt,1,1,NA,0222.5Sqm.Up.2
NA,10,7/18/22,CUT-IN-017,cutt,1,1,NA,0222.5Sqm.Up.3
NA,1000,7/18/22,CUT-IN-017,cutt,0,1,NA,0921.4Pad.Up11.1
NA,1,7/18/22,CUT-IN-017,cutt,1,NA,NA,NTC
NA,1,7/18/22,CUT-IN-017,cutt,1,NA,NA,NTC+IPC
1.00E+05,NA,7/18/22,CUT-IN-017,cutt,1,NA,NA,St1
10000,NA,7/18/22,CUT-IN-017,cutt,1,NA,NA,St2
1000,NA,7/18/22,CUT-IN-017,cutt,1,NA,NA,St3
100,NA,7/18/22,CUT-IN-017,cutt,1,NA,NA,St4
10,NA,7/18/22,CUT-IN-017,cutt,1,NA,NA,St5
5,NA,7/18/22,CUT-IN-017,cutt,1,NA,NA,St6
3,NA,7/18/22,CUT-IN-017,cutt,1,NA,NA,St7
1,NA,7/18/22,CUT-IN-017,cutt,1,NA,NA,St8
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0321.4Pad.Dn.1
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0321.4Pad.Dn.2
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0321.4Pad.Dn.3
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0321.4Pad.Up11.1
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0321.4Pad.Up11.2
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0321.4Pad.Up11.3
NA,1,7/21/22,CUT-IN-018,cutt,0,1,only enough for 2.5 replicates,0321.4Pad.Up5.1
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0321.4Pad.Up5.2
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0321.4Pad.Up5.3
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0421.4Pad.Dn.1
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0421.4Pad.Dn.2
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0421.4Pad.Dn.3
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0421.4Pad.Up11.1
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0421.4Pad.Up11.2
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0421.4Pad.Up11.3
NA,1,7/21/22,CUT-IN-018,cutt,0,1,only enough for 2 replicates,0421.4Pad.Up5.1
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0421.4Pad.Up5.2
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0421.4Pad.Up5.3
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0521.4Pad.Dn.1
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0521.4Pad.Dn.2
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0521.4Pad.Dn.3
NA,1,7/21/22,CUT-IN-018,cutt,0,1,NA,0521.4Pad.Up11.1
NA,1,7/21/22,CUT-IN-018,cutt,0,NA,NA,NTC
NA,1,7/21/22,CUT-IN-018,cutt,0,NA,NA,NTC+IPC
1.00E+05,NA,7/21/22,CUT-IN-018,cutt,0,NA,NA,St1
10000,NA,7/21/22,CUT-IN-018,cutt,0,NA,NA,St2
1000,NA,7/21/22,CUT-IN-018,cutt,0,NA,NA,St3
100,NA,7/21/22,CUT-IN-018,cutt,0,NA,NA,St4
10,NA,7/21/22,CUT-IN-018,cutt,0,NA,NA,St5
5,NA,7/21/22,CUT-IN-018,cutt,0,NA,NA,St6
3,NA,7/21/22,CUT-IN-018,cutt,0,NA,NA,St7
1,NA,7/21/22,CUT-IN-018,cutt,0,NA,NA,St8
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0321.4Pad.Dn.1
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0321.4Pad.Dn.2
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0321.4Pad.Dn.3
NA,1,7/26/22,CUT-IN-018A,cutt,0,2,NA,0321.4Pad.Up11.1
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0321.4Pad.Up11.2
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0321.4Pad.Up11.3
NA,1,7/26/22,CUT-IN-018A,cutt,0,2,NA,0321.4Pad.Up5.1
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0321.4Pad.Up5.2
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0321.4Pad.Up5.3
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0421.4Pad.Dn.1
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0421.4Pad.Dn.2
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0421.4Pad.Dn.3
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,only enough extract for 2 replicates,0421.4Pad.Up11.1
NA,1,7/26/22,CUT-IN-018A,cutt,0,2,NA,0421.4Pad.Up11.2
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0421.4Pad.Up11.3
NA,1,7/26/22,CUT-IN-018A,cutt,0,2,NA,0421.4Pad.Up5.1
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0421.4Pad.Up5.2
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0421.4Pad.Up5.3
NA,10,7/26/22,CUT-IN-018A,cutt,0,1,new dilution based on IPC testing of failed CUT-IN-018,0521.4Pad.Dn.1
NA,10,7/26/22,CUT-IN-018A,cutt,0,1,new dilution based on IPC testing of failed CUT-IN-018,0521.4Pad.Dn.2
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0521.4Pad.Dn.3
NA,1,7/26/22,CUT-IN-018A,cutt,0,1,NA,0521.4Pad.Up11.1
NA,1,7/26/22,CUT-IN-018A,cutt,0,NA,NA,NTC
NA,1,7/26/22,CUT-IN-018A,cutt,0,NA,NA,NTC+IPC
1.00E+05,NA,7/26/22,CUT-IN-018A,cutt,0,NA,NA,St1
10000,NA,7/26/22,CUT-IN-018A,cutt,0,NA,NA,St2
1000,NA,7/26/22,CUT-IN-018A,cutt,0,NA,NA,St3
100,NA,7/26/22,CUT-IN-018A,cutt,0,NA,NA,St4
10,NA,7/26/22,CUT-IN-018A,cutt,0,NA,NA,St5
5,NA,7/26/22,CUT-IN-018A,cutt,0,NA,NA,St6
3,NA,7/26/22,CUT-IN-018A,cutt,0,NA,NA,St7
1,NA,7/26/22,CUT-IN-018A,cutt,0,NA,NA,St8
NA,1,7/28/22,CUT-IN-018B,cutt,1,1,NA,0321.4Pad.Dn.1
NA,1,7/28/22,CUT-IN-018B,cutt,1,1,NA,0321.4Pad.Dn.2
NA,1,7/28/22,CUT-IN-018B,cutt,0,1,NA,0321.4Pad.Dn.3
NA,5,7/28/22,CUT-IN-018B,cutt,0,2,NA,0321.4Pad.Up11.1
NA,4,7/28/22,CUT-IN-018B,cutt,1,1,6:18 dilution,0321.4Pad.Up11.2
NA,1,7/28/22,CUT-IN-018B,cutt,1,1,NA,0321.4Pad.Up11.3
NA,1,7/28/22,CUT-IN-018B,cutt,0,2,NA,0321.4Pad.Up5.1
NA,5,7/28/22,CUT-IN-018B,cutt,1,1,1:19 dilution; only enough extract for 2 replicates,0321.4Pad.Up5.2
NA,5,7/28/22,CUT-IN-018B,cutt,1,1,1:19 dilution; only enough extract for 2 replicates,0321.4Pad.Up5.3
NA,14,7/28/22,CUT-IN-018B,cutt,1,1,3:18 dilution,0421.4Pad.Dn.1
NA,14,7/28/22,CUT-IN-018B,cutt,1,1,3:18 dilution,0421.4Pad.Dn.2
NA,4,7/28/22,CUT-IN-018B,cutt,1,1,6:18 dilution,0421.4Pad.Dn.3
NA,1,7/28/22,CUT-IN-018B,cutt,1,2,NA,0421.4Pad.Up11.1
NA,1,7/28/22,CUT-IN-018B,cutt,1,2,NA,0421.4Pad.Up11.2
NA,14,7/28/22,CUT-IN-018B,cutt,1,1,3:18 dilution,0421.4Pad.Up11.3
NA,1,7/28/22,CUT-IN-018B,cutt,1,2,NA,0421.4Pad.Up5.1
NA,5,7/28/22,CUT-IN-018B,cutt,1,1,1:19 dilution,0421.4Pad.Up5.2
NA,5,7/28/22,CUT-IN-018B,cutt,1,1,1:19 dilution,0421.4Pad.Up5.3
NA,10,7/28/22,CUT-IN-018B,cutt,1,1,NA,0521.4Pad.Dn.1
NA,10,7/28/22,CUT-IN-018B,cutt,0,1,use lower stddev in CUT-IN-025,0521.4Pad.Dn.2
NA,2,7/28/22,CUT-IN-018B,cutt,1,1,12:12 dilution,0521.4Pad.Dn.3
NA,1,7/28/22,CUT-IN-018B,cutt,1,1,NA,0521.4Pad.Up11.1
NA,1,7/28/22,CUT-IN-018B,cutt,1,NA,NA,NTC
NA,1,7/28/22,CUT-IN-018B,cutt,1,2,NA,NTC+IPC
1.00E+05,NA,7/28/22,CUT-IN-018B,cutt,1,NA,NA,St1
10000,NA,7/28/22,CUT-IN-018B,cutt,1,NA,NA,St2
1000,NA,7/28/22,CUT-IN-018B,cutt,1,NA,NA,St3
100,NA,7/28/22,CUT-IN-018B,cutt,1,NA,NA,St4
10,NA,7/28/22,CUT-IN-018B,cutt,1,NA,NA,St5
5,NA,7/28/22,CUT-IN-018B,cutt,1,NA,NA,St6
3,NA,7/28/22,CUT-IN-018B,cutt,1,NA,NA,St7
1,NA,7/28/22,CUT-IN-018B,cutt,1,NA,NA,St8
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0521.4Pad.Up5.2
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0621.4Pad.Dn.1
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0621.4Pad.Dn.2
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0621.4Pad.Dn.3
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0621.4Pad.Up11.1
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0621.4Pad.Up11.2
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0621.4Pad.Up11.3
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0721.4Pad.Dn.1
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0721.4Pad.Dn.3
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0721.4Pad.Up11.1
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0721.4Pad.Up11.2
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0721.4Pad.Up11.3
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0721.4Pad.Up5.1
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0721.4Pad.Up5.3
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0821.4Pad.Dn.1
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0821.4Pad.Up11.1
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0821.4Pad.Up11.2
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0821.4Pad.Up5.1
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0821.4Pad.Up5.2
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0821.4Pad.Up5.3
NA,1,7/26/22,CUT-IN-019,cutt,0,1,NA,0921.4Pad.Dn.2
NA,1,7/26/22,CUT-IN-019,cutt,0,NA,ran out of original extraction of 0921.4Pad.Dn.1 which should have been in this well,NTC
NA,1,7/26/22,CUT-IN-019,cutt,0,NA,NA,NTC
NA,1,7/26/22,CUT-IN-019,cutt,0,NA,NA,NTC+IPC
1.00E+05,NA,7/26/22,CUT-IN-019,cutt,0,NA,NA,St1
10000,NA,7/26/22,CUT-IN-019,cutt,0,NA,NA,St2
1000,NA,7/26/22,CUT-IN-019,cutt,0,NA,NA,St3
100,NA,7/26/22,CUT-IN-019,cutt,0,NA,NA,St4
10,NA,7/26/22,CUT-IN-019,cutt,0,NA,NA,St5
5,NA,7/26/22,CUT-IN-019,cutt,0,NA,NA,St6
3,NA,7/26/22,CUT-IN-019,cutt,0,NA,NA,St7
1,NA,7/26/22,CUT-IN-019,cutt,0,NA,NA,St8
NA,1,7/28/22,CUT-IN-019A,cutt,1,1,NA,0222 EB
NA,2,7/28/22,CUT-IN-019A,cutt,1,1,12:12 dilution,0521.4Pad.Up5.2
NA,1,7/28/22,CUT-IN-019A,cutt,1,1,NA,0621.4Pad.Dn.1
NA,1,7/28/22,CUT-IN-019A,cutt,1,1,NA,0621.4Pad.Dn.2
NA,1,7/28/22,CUT-IN-019A,cutt,1,1,NA,0621.4Pad.Dn.3
NA,1,7/28/22,CUT-IN-019A,cutt,1,1,NA,0621.4Pad.Up11.1
NA,1,7/28/22,CUT-IN-019A,cutt,1,1,NA,0621.4Pad.Up11.2
NA,1,7/28/22,CUT-IN-019A,cutt,0,1,NA,0621.4Pad.Up11.3
NA,1,7/28/22,CUT-IN-019A,cutt,1,1,NA,0721.4Pad.Dn.1
NA,1,7/28/22,CUT-IN-019A,cutt,0,1,NA,0721.4Pad.Dn.3
NA,1,7/28/22,CUT-IN-019A,cutt,1,2,NA,0721.4Pad.Up11.1
NA,1,7/28/22,CUT-IN-019A,cutt,1,2,NA,0721.4Pad.Up11.2
NA,1,7/28/22,CUT-IN-019A,cutt,1,2,NA,0721.4Pad.Up11.3
NA,1,7/28/22,CUT-IN-019A,cutt,1,2,NA,0721.4Pad.Up5.1
NA,1,7/28/22,CUT-IN-019A,cutt,1,2,NA,0721.4Pad.Up5.3
